participantId,date,ipCountry,ipRegion,instructionsLocale,browserLocale,retake,gender,countryGrow,countryLive,multinational,country1,country2,country3,country4,country5,education,lang0,lang1,fluency1,lang2,fluency2,age,colorBlindness,colorBlindnessOther,colorWork,colorWorkDetails,readingAboutColor,surroundingBrightness,surroundingBrightIDK,monitorBrightness,monitorBrightIDK,backgroundColor,displayColorSpace
9468,2018,Canada,,en,,no,male,,,no,,,,,,pre-high school,English,,0,,0,8,Error,,no,,,50,false,50,false,white,rgb
9469,2018,Canada,,en,,no,female,,,no,,,,,,college,English,,0,,0,37,Error,,no,,,43,false,34,false,white,rgb
9470,2018,Canada,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,27,Error,,no,,,40,false,39,false,white,rgb
9472,2018,United States,,en,,no,female,,,no,,,,,,high school,English,,0,,0,15,Error,,no,,,50,false,74,false,white,rgb
9473,2018,United States,,en,,no,other,,,no,,,,,,college,English,Spanish,0,Latin,0,30,Error,,yes,I like art (self-study).,,0,false,23,false,white,rgb
9474,2018,United Kingdom,,en,,yes,female,,,yes,,,,,,postdoctoral,Italian,English,0,French,0,53,Error,,no,,,50,true,50,true,white,rgb
9477,2018,Iran,,en,,no,male,,,yes,Australia,,,,,college,Persian�(Farsi),English,0,,0,23,Error,,no,,,50,false,50,false,white,rgb
9478,2018,France,,en,,no,male,,,no,,,,,,PhD,French,English,0,German,0,43,Error,,no,,,70,false,80,false,white,rgb
9479,2018,France,,en,,no,male,,,no,,,,,,graduate school,French,English,0,,0,72,Error,,no,,,50,false,50,false,white,rgb
9481,2018,United Kingdom,,en,,no,female,,,no,,,,,,graduate school,English,French,0,Spanish,0,42,Error,,yes,"MA Contemporary Art, BA Hons 1st class Fine Art. Work as a curator, and still practice as an artist.",,16,false,25,false,white,rgb
9484,2018,United Kingdom,,en,,no,male,,,yes,Japan,United Kingdom,,,,postdoctoral,French,English,0,Italian,0,46,Error,,no,,,70,false,50,false,white,rgb
9486,2018,United States,,en,,no,female,,,no,,,,,,graduate school,English,,0,,0,25,Error,,yes,Communications,,70,false,74,false,white,rgb
9491,2018,Turkey,,en,,no,female,,,no,,,,,,graduate school,Turkish,English,0,Italian,0,27,Error,,no,,,33,false,43,false,white,rgb
9492,2018,United States,,en,,no,male,,,no,,,,,,pre-high school,English,,0,,0,13,Error,,no,,,50,false,100,false,white,rgb
9493,2018,United States,,en,,no,female,,,no,,,,,,pre-high school,English,,0,,0,12,Error,,no,,,50,false,50,false,white,rgb
9494,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,19,Error,,no,,,50,true,50,true,white,rgb
9496,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,24,Error,,no,,,50,false,30,false,white,rgb
9499,2018,United Kingdom,,en,,yes,male,,,no,,,,,,college,Abkhaz,,0,,0,34,Error,,yes,,,50,true,50,true,white,rgb
9500,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9501,2018,United States,,en,,no,male,,,no,,,,,,graduate school,"Bengali, Bangla",,0,,0,34,Error,,no,,,50,false,50,false,white,rgb
9502,2018,United States,,en,,no,male,,,no,,,,,,pre-high school,English,,0,,0,34,Error,,no,,,50,false,50,false,white,rgb
9506,2018,Japan,,en,,no,male,,,yes,,,,,,college,English,Japanese,0,French,0,45,Error,,no,,,41,false,41,false,white,rgb
9507,2018,Sweden,,en,,no,female,,,no,,,,,,graduate school,Swedish,German,0,English,0,26,Error,,no,,,50,false,50,false,white,rgb
9510,2018,United States,,en,,yes,male,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,false,50,false,white,rgb
9511,2018,Brazil,,en,,no,male,,,no,,,,,,college,Portuguese,,0,,0,15,Error,,no,,,50,true,50,true,white,rgb
9512,2018,Singapore,,en,,no,female,,,no,,,,,,college,English,Chinese,0,Japanese,0,21,Error,,no,,,50,false,50,false,white,rgb
9515,2018,Netherlands,,en,,no,female,,,no,,,,,,graduate school,Dutch,English,0,French,0,22,Error,,no,,,14,false,50,true,white,rgb
9516,2018,Netherlands,,en,,no,female,,,no,,,,,,graduate school,English,Dutch,0,French,0,22,Error,,no,,,17,false,77,true,white,rgb
9520,2018,United States,,en,,no,female,,,no,,,,,,professional school,English,Spanish,0,French,0,34,Error,,no,,,42,false,100,false,white,rgb
9521,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,30,Error,,no,,,26,false,100,false,white,rgb
9522,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,30,Error,,no,,,35,false,100,false,white,rgb
9523,2018,Mexico,,en,,no,female,,,no,,,,,,high school,Spanish,English,0,,0,15,Error,,no,,,50,false,100,false,white,rgb
9526,2018,United States,,en,,no,female,,,no,,,,,,PhD,English,French,0,Spanish,0,42,Error,,no,,,50,true,50,true,white,rgb
9527,2018,United Kingdom,,en,,no,female,,,no,,,,,,college,English,,0,,0,19,Error,,no,,,0,false,57,false,white,rgb
9528,2018,United Kingdom,,en,,no,female,,,no,,,,,,college,English,,0,,0,19,Error,,no,,,0,false,61,false,white,rgb
9534,2018,United Kingdom,,en,,no,male,,,no,,,,,,graduate school,English,Chinese,0,,0,16,Error,,no,,,50,false,50,false,white,rgb
9536,2018,United States,,en,,no,male,,,yes,Turkey,United States,,,,graduate school,English,Arabic,0,Turkish,0,38,Error,,no,,,50,true,50,true,white,rgb
9538,2018,United Kingdom,,en,,no,male,,,no,,,,,,college,English,,0,,0,22,Error,,no,,,68,false,85,false,white,rgb
9539,2018,United States,,en,,no,female,,,yes,United States,,,,,high school,English,,0,,0,14,Error,,no,,,39,false,46,false,white,rgb
9540,2018,United States,,en,,no,male,,,no,,,,,,professional school,English,,0,,0,46,Error,,no,,,50,false,67,false,white,rgb
9541,2018,United States,,en,,no,female,,,no,,,,,,college,English,French,0,,0,39,Error,,yes,Graphic Design,,57,false,77,false,white,rgb
9542,2018,United States,,en,,no,female,,,no,,,,,,college,English,French,0,,0,39,Error,,yes,Graphic Design,,55,false,83,false,white,rgb
9543,2018,United States,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,26,Error,,no,,,15,false,75,false,white,rgb
9545,2018,Canada,,en,,no,male,,,no,,,,,,college,English,French,0,,0,36,Error,,no,,,9,false,17,false,white,rgb
9546,2018,Sweden,,en,,no,female,,,no,,,,,,high school,Swedish,English,0,Spanish,0,16,Error,,no,,,75,false,75,false,white,rgb
9548,2018,United States,,en,,no,female,,,no,,,,,,high school,Afar,,0,,0,12,Error,,no,,,50,false,50,false,white,rgb
9549,2018,United States,,en,,no,male,,,no,,,,,,high school,English,,0,,0,15,Error,,no,,,50,false,50,false,white,rgb
9553,2018,Sweden,,en,,no,female,,,no,,,,,,high school,Swedish,English,0,German,0,20,Error,,no,,,16,false,41,false,white,rgb
9554,2018,United Kingdom,,en,,no,female,,,no,,,,,,high school,English,,0,,0,36,Error,,no,,,50,false,79,false,white,rgb
9556,2018,Egypt,,en,,no,male,,,yes,Egypt,,,,,college,Arabic,English,0,Spanish,0,25,Error,,no,,,79,false,100,false,white,rgb
9557,2018,Czechia,,en,,no,female,,,no,,,,,,graduate school,Czech,English,0,,0,27,Error,,no,,,0,false,100,false,white,rgb
9559,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,,0,40,Error,,no,,,35,false,42,false,white,rgb
9560,2018,Singapore,,en,,no,female,,,no,,,,,,college,English,Chinese,0,,0,22,Error,,no,,,50,false,35,false,white,rgb
9561,2018,United States,,en,,no,male,,,no,,,,,,college,English,Spanish,0,,0,33,Error,,no,,,50,false,50,false,white,rgb
9564,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,70,false,100,false,white,rgb
9565,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,false,50,false,white,rgb
9566,2018,United States,,en,,no,male,,,no,,,,,,college,English,Spanish,0,,0,20,Error,,no,,,50,false,85,false,white,rgb
9567,2018,United States,,en,,no,other,,,no,,,,,,college,English,German,0,,0,20,Error,,no,,,40,false,60,false,white,rgb
9568,2018,United States,,en,,no,male,,,yes,United States,,,,,college,Spanish,English,0,,0,13,Error,,no,,,82,false,100,false,white,rgb
9569,2018,Denmark,,en,,no,female,,,no,,,,,,pre-high school,Abkhaz,,0,,0,67,Error,,no,,,50,false,50,false,white,rgb
9570,2018,Denmark,,en,,no,male,,,no,,,,,,high school,English,,0,,0,55,Error,,no,,,50,false,50,false,white,rgb
9572,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9573,2018,Singapore,,en,,no,female,,,yes,China,Singapore,,,,college,Thai,Chinese,0,English,0,23,Error,,no,,,36,false,17,false,white,rgb
9575,2018,Singapore,,en,,no,female,,,yes,,,,,,college,Other,English,0,Chinese,0,22,Error,,no,,,11,false,40,false,white,rgb
9578,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,40,Error,,no,,,50,false,89,false,white,rgb
9580,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,38,Error,,no,,,50,true,50,true,white,rgb
9581,2018,United States,,en,,no,other,,,no,,,,,,graduate school,English,,0,,0,21,Error,,no,,,38,false,54,false,white,rgb
9582,2018,United States,,en,,no,female,,,yes,Ireland,,,,,PhD,English,,0,,0,32,Error,,no,,,41,false,89,false,white,rgb
9584,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9585,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,40,Error,,no,,,50,true,15,false,white,rgb
9587,2018,Indonesia,,en,,no,female,,,no,,,,,,graduate school,Indonesian,English,0,,0,45,Error,,no,,,12,false,50,false,white,rgb
9588,2018,United Kingdom,,en,,no,female,,,yes,Thailand,Germany,,,,college,English,,0,,0,20,Error,,no,,,34,false,66,false,white,rgb
9591,2018,Germany,,en,,no,male,,,no,,,,,,high school,German,English,0,,0,20,Error,,no,,,50,true,83,false,white,rgb
9593,2018,United Kingdom,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,21,Error,,no,,,50,true,27,false,white,rgb
9594,2018,United States,,en,,no,male,,,no,,,,,,high school,English,,0,,0,23,Error,,no,,,47,false,60,false,white,rgb
9595,2018,Netherlands,,en,,no,male,,,yes,,,,,,college,English,,0,,0,27,Error,,no,,,30,false,23,false,white,rgb
9596,2018,Sweden,,en,,no,male,,,no,,,,,,college,Swedish,English,0,,0,19,Error,,no,,,20,false,34,false,white,rgb
9597,2018,Germany,,en,,no,female,,,no,,,,,,college,Turkish,,0,,0,22,Error,,no,,,50,false,50,false,white,rgb
9599,2018,Germany,,en,,no,female,,,no,,,,,,college,English,,0,,0,22,Error,,no,,,50,false,50,false,white,rgb
9600,2018,Germany,,en,,no,female,,,no,,,,,,college,English,,0,,0,22,Error,,no,,,50,false,50,false,white,rgb
9602,2018,Germany,,en,,no,female,,,no,,,,,,pre-high school,English,,0,,0,14,Error,,no,,,50,false,50,false,white,rgb
9603,2018,United States,,en,,no,female,,,no,,,,,,graduate school,English,,0,,0,35,Error,,no,,,50,false,50,true,white,rgb
9604,2018,Spain,,en,,no,male,,,no,,,,,,college,Spanish,English,0,German,0,20,Error,,no,,,100,false,50,true,white,rgb
9606,2018,Belgium,,en,,no,female,,,no,,,,,,high school,Dutch,English,0,French,0,17,Error,,no,,,22,false,50,false,white,rgb
9607,2018,Australia,,en,,no,male,,,no,,,,,,high school,English,,0,,0,23,Error,,yes,"studied Graphic Design for a number of years, plus used programs involving colour a lot of the time.",,10,false,55,false,white,rgb
9611,2018,United Kingdom,,en,,no,female,,,yes,France,United Kingdom,,,,graduate school,English,French,0,,0,21,Error,,no,,,50,false,100,false,white,rgb
9612,2018,United States,,en,,no,female,,,no,,,,,,high school,English,,0,,0,49,Error,,no,,,50,false,50,false,white,rgb
9613,2018,United States,,en,,no,female,,,no,,,,,,high school,English,,0,,0,49,Error,,no,,,50,false,50,false,white,rgb
9614,2018,United Kingdom,,en,,no,male,,,yes,,,,,,college,English,,0,,0,28,Error,,yes,painter,,19,false,40,false,white,rgb
9617,2018,Australia,,en,,no,female,,,yes,Australia,,,,,college,English,,0,,0,51,Error,,no,,,50,false,50,false,white,rgb
9620,2018,United Kingdom,,en,,no,female,,,no,,,,,,graduate school,Abkhaz,,0,,0,20,Error,,no,,,50,false,50,false,white,rgb
9622,2018,United States,,en,,no,male,,,no,,,,,,professional school,English,Spanish,0,French,0,55,Error,,no,,,50,false,74,false,white,rgb
9623,2018,United States,,en,,no,male,,,yes,United States,,,,,college,Spanish,English,0,,0,20,Error,,no,,,50,true,50,true,white,rgb
9624,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,true,50,true,white,rgb
9625,2018,United States,,en,,yes,male,,,no,,,,,,high school,English,,0,,0,17,Error,,no,,,59,false,34,false,white,rgb
9626,2018,United States,,en,,no,male,,,no,,,,,,high school,English,,0,,0,17,Error,,no,,,67,false,36,false,white,rgb
9629,2018,Norway,,en,,no,male,,,no,,,,,,professional school,Norwegian Bokm�l,English,0,,0,28,Error,,no,,,50,false,50,false,white,rgb
9630,2018,United Kingdom,,en,,no,male,,,no,,,,,,high school,English,,0,,0,24,Error,,no,,,0,false,50,false,white,rgb
9631,2018,United Kingdom,,en,,no,male,,,no,,,,,,high school,English,,0,,0,24,Error,,no,,,0,false,50,false,white,rgb
9632,2018,Chile,,en,,no,male,,,no,,,,,,high school,Spanish,English,0,,0,17,Error,,no,,,87,false,95,false,white,rgb
9634,2018,United Kingdom,,en,,no,female,,,no,,,,,,PhD,English,,0,,0,39,Error,,no,,,16,false,16,false,white,rgb
9636,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,Italian,0,20,Error,,no,,,50,true,50,true,white,rgb
9638,2018,United States,,en,,no,male,,,no,,,,,,professional school,English,French,0,Spanish,0,55,Error,,no,,,60,false,60,false,white,rgb
9639,2018,Netherlands,,en,,no,male,,,yes,Netherlands,,,,,graduate school,Arabic,English,0,,0,27,Error,,no,,,50,true,50,false,white,rgb
9640,2018,Netherlands,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,27,Error,,no,,,50,false,50,false,white,rgb
9641,2018,Italy,,en,,no,female,,,no,,,,,,graduate school,Italian,English,0,French,0,29,Error,,no,,,52,false,67,false,white,rgb
9642,2018,Italy,,ko,,no,male,,,yes,Australia,Japan,Russian Federation,Italy,,PhD,Korean,English,0,Italian,0,34,Error,,yes,??????,,17,false,100,false,white,rgb
9643,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,31,Error,,no,,,50,false,50,false,white,rgb
9644,2018,United States,,en,,no,female,,,no,,,,,,postdoctoral,English,,0,,0,30,Error,,no,,,41,false,69,false,white,rgb
9645,2018,United States,,en,,no,female,,,no,,,,,,pre-high school,English,,0,,0,12,Error,,no,,,50,false,50,true,white,rgb
9648,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,20,Error,,yes,,,50,false,50,false,white,rgb
9651,2018,United States,,en,,no,female,,,no,,,,,,PhD,English,,0,,0,16,Error,,no,,,50,false,50,false,white,rgb
9653,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,43,Error,,no,,,50,false,61,false,white,rgb
9654,2018,United States,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,19,Error,,no,,,50,true,50,true,white,rgb
9658,2018,Australia,,en,,no,female,,,no,,,,,,professional school,English,Japanese,0,Spanish,0,24,Error,,no,,,22,false,68,false,white,rgb
9659,2018,Canada,,en,,no,female,,,no,,,,,,college,English,Chinese,0,,0,23,Error,,no,,,0,false,0,false,white,rgb
9661,2018,United States,,en,,no,male,,,yes,Japan,United States,,,,graduate school,English,Russian,0,,0,23,Error,,no,,,50,false,86,false,white,rgb
9671,2018,United States,,en,,no,female,,,no,,,,,,PhD,English,,0,,0,22,Error,,no,,,75,false,100,false,white,rgb
9673,2018,Germany,,en,,no,female,,,yes,United States,,,,,graduate school,German,English,0,,0,27,Error,,no,,,50,false,50,false,white,rgb
9674,2018,Germany,,en,,no,male,,,no,,,,,,high school,German,English,0,French,0,29,Error,,yes,Media Designer,,50,false,50,false,white,rgb
9676,2018,United States,,en,,no,female,,,no,,,,,,college,English,Chinese,0,,0,26,Error,,no,,,50,false,100,false,white,rgb
9678,2018,Ireland,,en,,no,female,,,yes,United States,Ireland,,,,college,English,,0,,0,26,Error,,no,,,50,false,100,false,white,rgb
9680,2018,United States,,en,,no,female,,,no,,,,,,PhD,English,,0,,0,30,Error,,no,,,10,false,50,false,white,rgb
9681,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9682,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9683,2018,Canada,,en,,no,female,,,yes,Canada,,,,,high school,English,,0,,0,29,Error,,no,,,50,false,50,false,white,rgb
9685,2018,Canada,,en,,no,female,,,yes,Canada,,,,,high school,English,,0,,0,29,Error,,no,,,50,false,50,false,white,rgb
9689,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,22,Error,,no,,,71,false,85,false,white,rgb
9690,2018,Canada,,en,,no,female,,,yes,,,,,,college,English,,0,,0,59,Error,,no,,,91,false,50,false,white,rgb
9693,2018,Germany,,en,,no,female,,,yes,,,,,,graduate school,English,German,0,,0,21,Error,,no,,,50,true,73,false,white,rgb
9695,2018,United States,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,21,Error,,no,,,34,false,50,false,white,rgb
9696,2018,United States,,en,,no,female,,,yes,,,,,,high school,Afar,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9698,2018,United States,,en,,no,female,,,no,,,,,,graduate school,English,Spanish,0,,0,19,Error,,no,,,50,false,27,false,white,rgb
9701,2018,United Kingdom,,en,,no,female,,,yes,United States,United Kingdom,Germany,,,graduate school,French,English,0,German,0,23,Error,,no,,,30,false,90,false,white,rgb
9703,2018,Canada,,en,,no,male,,,no,,,,,,college,English,Chinese,0,,0,21,Error,,no,,,11,false,100,false,white,rgb
9704,2018,United Kingdom,,en,,no,female,,,no,,,,,,high school,English,German,0,,0,16,Error,,no,,,69,false,100,false,white,rgb
9710,2018,United States,,en,,no,male,,,no,,,,,,college,Spanish,English,0,,0,33,Error,anomalous trichromat,no,,,42,false,20,false,white,rgb
9711,2018,United States,,en,,no,male,,,no,,,,,,college,Spanish,English,0,,0,33,Error,anomalous trichromacy,no,,,42,false,27,false,white,rgb
9712,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,false,50,false,white,rgb
9714,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,,0,21,Error,,no,,,50,true,41,false,white,rgb
9715,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,60,Error,,yes,I am an artist. ,,40,false,50,true,white,rgb
9717,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,19,Error,,no,,,0,false,50,false,white,rgb
9718,2018,Hungary,,en,,no,female,,,no,,,,,,college,Hungarian,,0,,0,21,Error,,no,,,50,true,18,false,white,rgb
9719,2018,Sweden,,en,,no,female,,,no,,,,,,college,Swedish,English,0,Spanish,0,18,Error,,no,,,30,false,50,false,white,rgb
9720,2018,Indonesia,,en,,no,male,,,no,,,,,,high school,Swedish,English,0,,0,25,Error,,no,,,31,false,10,false,white,rgb
9721,2018,Hungary,,en,,no,male,,,yes,Hungary,Germany,,,,high school,Hungarian,German,0,English,0,39,Error,,no,,,50,false,50,false,white,rgb
9723,2018,Hungary,,en,,no,male,,,yes,,,,,,high school,German,Hungarian,0,English,0,39,Error,,no,,,50,false,50,false,white,rgb
9728,2018,United States,,en,,no,female,,,no,,,,,,graduate school,English,French,0,Spanish,0,27,Error,,no,,,75,false,44,false,white,rgb
9731,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,Italian,0,19,Error,,yes,graphic designer,,76,false,92,false,white,rgb
9732,2018,United States,,en,,no,male,,,no,,,,,,PhD,English,,0,,0,20,Error,,yes,im a painter,,39,false,70,false,white,rgb
9733,2018,Denmark,,en,,no,male,,,yes,,,,,,graduate school,Norwegian Bokm�l,English,0,French,0,23,Error,,no,,,65,false,88,false,white,rgb
9734,2018,United States,,en,,no,male,,,no,,,,,,high school,English,,0,,0,25,Error,,no,,,50,false,50,false,white,rgb
9735,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,50,false,50,false,white,rgb
9737,2018,Spain,,en,,no,male,,,yes,Spain,,,,,high school,Spanish,Ukrainian,0,Catalan,0,17,Error,,no,,,0,false,100,false,white,rgb
9739,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,Russian,0,30,Error,,no,,,50,false,50,false,white,rgb
9741,2018,Singapore,,en,,no,other,,,yes,,,,,,college,English,,0,,0,31,Error,,no,,,50,false,88,false,white,rgb
9742,2018,Singapore,,en,,no,female,,,no,,,,,,graduate school,English,,0,,0,29,Error,,no,,,50,false,50,false,white,rgb
9745,2018,United States,,en,,no,female,,,no,,,,,,college,English,Chinese,0,Arabic,0,21,Error,,no,,,25,false,0,false,white,rgb
9748,2018,Singapore,,en,,no,female,,,no,,,,,,high school,English,,0,,0,17,Error,,no,,,65,false,36,false,white,rgb
9749,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,Korean,0,22,Error,,no,,,82,false,56,false,white,rgb
9751,2018,Australia,,en,,no,female,,,yes,,,,,,high school,Swedish,English,0,Portuguese,0,16,Error,,no,,,23,false,83,false,white,rgb
9754,2018,United States,,en,,yes,male,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,false,25,false,white,rgb
9755,2018,Russia,,en,,no,male,,,no,,,,,,professional school,Russian,English,0,,0,30,Error,,yes,web developer,,50,false,50,true,white,rgb
9757,2018,France,,en,,no,male,,,no,,,,,,pre-high school,French,French,0,,0,25,Error,,yes,,,50,true,50,true,white,rgb
9758,2018,Switzerland,,en,,no,female,,,yes,,,,,,graduate school,German,English,0,,0,50,Error,,yes,,,50,false,50,false,white,rgb
9760,2018,Iceland,,en,,no,female,,,no,,,,,,high school,Icelandic,English,0,Danish,0,50,Error,,no,,,62,false,50,false,white,rgb
9761,2018,United States,,en,,yes,male,,,no,,,,,,high school,English,,0,,0,25,Error,,no,,,50,false,50,false,white,rgb
9762,2018,United States,,en,,no,male,,,no,,,,,,high school,English,,0,,0,17,Error,,no,,,100,false,80,false,white,rgb
9763,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,28,Error,,no,,,50,false,80,false,white,rgb
9764,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,,0,21,Error,,yes,Graphic Design\nArtist,,10,false,66,false,white,rgb
9765,2018,United States,,en,,no,female,,,yes,Japan,United States,,,,college,English,French,0,,0,42,Error,,no,,,50,false,50,false,white,rgb
9767,2018,United Kingdom,,en,,no,female,,,no,,,,,,high school,English,,0,,0,14,Error,,no,,,50,true,50,false,white,rgb
9768,2018,United Kingdom,,en,,no,female,,,yes,,,,,,high school,Nepali,,0,,0,20,Error,,no,,,85,false,50,false,white,rgb
9769,2018,United Kingdom,,en,,no,female,,,yes,,,,,,high school,English,,0,,0,20,Error,,no,,,72,false,50,false,white,rgb
9770,2018,United States,,en,,no,female,,,yes,Japan,United States,,,,college,English,French,0,,0,42,Error,,no,,,50,false,50,false,white,rgb
9772,2018,France,,en,,no,male,,,yes,Canada,France,,,,college,French,Malagasy,0,English,0,27,Error,,no,,,24,false,50,false,white,rgb
9774,2018,United States,,en,,no,female,,,no,,,,,,college,English,Spanish,0,,0,43,Error,,no,,,0,false,38,false,white,rgb
9775,2018,United States,,en,,no,female,,,no,,,,,,professional school,English,,0,,0,32,Error,,no,,,45,false,26,false,white,rgb
9776,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,20,Error,,yes,I work as a scenic painter in theater which requires a knowledge of color theory,,50,false,50,false,white,rgb
9784,2018,United States,,en,,no,male,,,yes,Japan,,,,,pre-high school,English,,0,,0,12,Error,,no,,,30,false,41,false,white,rgb
9788,2018,United States,,en,,no,female,,,yes,United States,,,,,college,English,,0,,0,18,Error,,no,,,80,false,50,false,white,rgb
9789,2018,Italy,,en,,no,female,,,no,,,,,,college,English,Italian,0,Spanish,0,21,Error,,no,,,54,false,86,false,white,rgb
9790,2018,Sweden,,en,,no,male,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,0,false,61,false,white,rgb
9794,2018,United States,,en,,no,female,,,yes,Japan,,,,,graduate school,English,Japanese,0,,0,32,Error,,yes,Web design...But I think about them in hex values,,50,false,100,false,white,rgb
9796,2018,United States,,en,,no,male,,,yes,Republic of Korea,United Kingdom,United States,,,postdoctoral,English,Korean,0,,0,29,Error,,no,,,50,false,30,false,white,rgb
9797,2018,United States,,en,,no,male,,,no,,,,,,college,English,,0,,0,18,Error,,no,,,58,true,50,false,white,rgb
9798,2018,United States,,en,,no,other,,,no,,,,,,college,English,Japanese,0,,0,29,Error,,yes,industrial design -- designing aesthetics and usage of mass-produced products,,36,false,100,false,white,rgb
9799,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,21,Error,,no,,,44,false,50,false,white,rgb
9803,2018,United States,,en,,no,female,,,yes,United States,Israel,United States,,,college,English,Spanish,0,Hebrew�(modern),0,26,Error,,no,,,75,false,100,false,white,rgb
9805,2018,United States,,en,,no,other,,,no,,,,,,postdoctoral,English,Esperanto,0,Spanish,0,48,Error,,no,,,77,false,62,false,white,rgb
9807,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,20,Error,,no,,,50,false,50,false,white,rgb
9808,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,23,Error,,yes,graphic designer,,11,false,5,false,white,rgb
9809,2018,Switzerland,,en,,no,female,,,no,,,,,,graduate school,German,English,0,,0,39,Error,,no,,,50,false,50,true,white,rgb
9810,2018,Spain,,en,,no,male,,,no,,,,,,professional school,Spanish,English,0,,0,39,Error,,no,,,69,false,31,false,white,rgb
9813,2018,Brazil,,en,,no,male,,,no,,,,,,high school,Portuguese,,0,,0,13,Error,,no,,,50,false,50,false,white,rgb
9815,2018,United States,,en,,no,female,,,yes,,,,,,professional school,Hindi,"Panjabi, Punjabi",0,English,0,40,Error,,no,,,50,true,50,true,white,rgb
9816,2018,United States,,en,,no,female,,,yes,,,,,,professional school,English,Hindi,0,"Panjabi, Punjabi",0,40,Error,,no,,,50,true,50,true,white,rgb
9817,2018,United Kingdom,,en,,no,male,,,yes,,,,,,graduate school,French,English,0,Italian,0,30,Error,,yes,Visual Effects Lighting lead ,,21,false,37,false,white,rgb
9819,2018,United States,,en,,no,male,,,no,,,,,,graduate school,English,Tagalog,0,Spanish,0,14,Error,,no,,,50,false,50,false,white,rgb
9820,2018,Canada,,en,,no,female,,,no,,,,,,college,English,German,0,,0,26,Error,,no,,,44,false,75,false,white,rgb
9821,2018,United States,,en,,no,female,,,no,,,,,,college,English,,0,,0,19,Error,,no,,,50,false,50,false,white,rgb
9823,2018,Germany,,en,,no,female,,,no,,,,,,professional school,German,English,0,,0,27,Error,,no,,,50,false,50,false,white,rgb
9824,2018,Canada,,en,,no,female,,,yes,Ireland,Canada,,,,graduate school,English,French,0,Inuktitut,0,34,Error,,no,,,38,false,100,false,white,rgb
9825,2018,Australia,,en,,no,female,,,no,,,,,,high school,English,French,0,Greek�(modern),0,15,Error,,yes,I do art as a subject. I am currently learning about colour perception,,63,false,66,false,white,rgb
9827,2018,United States,,en,,no,male,,,no,,,,,,graduate school,English,,0,,0,19,Error,,no,,,36,false,15,false,white,rgb
